data;
# a2-16 instance from Cordeau 2006
# The optimal cost is 294.25

param m := 2;
param n := 16;
param speed := 1;

param:
   serv load early late :=
 1  0    0    0    480
 2  0    0    0    480
 3  0    0    0    480
 4  0    0    0    480
 5  3    1    0   1440
 6  3    1    0   1440
 7  3    1    0   1440
 8  3    1    0   1440
 9  3    1    0   1440
10  3    1    0   1440
11  3    1    0   1440
12  3    1    0   1440
13  3    1  276    291
14  3    1   32     47
15  3    1  115    130
16  3    1   14     29
17  3    1  198    213
18  3    1  160    175
19  3    1  180    195
20  3    1  366    381
21  3   -1  402    417
22  3   -1  322    337
23  3   -1  179    194
24  3   -1  138    153
25  3   -1   82     97
26  3   -1   49     64
27  3   -1  400    415
28  3   -1  298    313
29  3   -1    0   1440
30  3   -1    0   1440
31  3   -1    0   1440
32  3   -1    0   1440
33  3   -1    0   1440
34  3   -1    0   1440
35  3   -1    0   1440
36  3   -1    0   1440;

param ride :=
# FROM  2m+1..2m+n
5   30
6   30
7   30
8   30
9   30
10  30
11  30
12  30
13  30
14  30
15  30
16  30
17  30
18  30
19  30
20  30;

param trip :=
# FROM 1..m
1   480
2   480;

param cap :=
# FROM 1..m
1   3
2   3;

# Edges
param sp : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 :=
1   0.0 0.0 0.0 0.0 5.301141386531772 9.036997565563466 6.6143918843685094 7.456629600563514 12.442670211815468 8.86889508337989 6.956488338235031 6.55128514110018 12.025663224953542 2.610291363047428 8.434532174341385 9.95702706634867 10.007137452838348 12.136786477482415 8.420356286998787 10.635618693804325 9.48800980184991 9.467257469827258 8.816077642580062 6.9392804382010675 5.798130043384678 9.963565074811326 11.33559919016194 1.6284240848132896 4.817210811247521 6.318941208778573 7.571914421069483 7.131846885625069 8.185262976838313 9.957682059595998 10.182424269298544 10.016374693470688 
2   0.0 0.0 0.0 0.0 5.301141386531772 9.036997565563466 6.6143918843685094 7.456629600563514 12.442670211815468 8.86889508337989 6.956488338235031 6.55128514110018 12.025663224953542 2.610291363047428 8.434532174341385 9.95702706634867 10.007137452838348 12.136786477482415 8.420356286998787 10.635618693804325 9.48800980184991 9.467257469827258 8.816077642580062 6.9392804382010675 5.798130043384678 9.963565074811326 11.33559919016194 1.6284240848132896 4.817210811247521 6.318941208778573 7.571914421069483 7.131846885625069 8.185262976838313 9.957682059595998 10.182424269298544 10.016374693470688 
3   0.0 0.0 0.0 0.0 5.301141386531772 9.036997565563466 6.6143918843685094 7.456629600563514 12.442670211815468 8.86889508337989 6.956488338235031 6.55128514110018 12.025663224953542 2.610291363047428 8.434532174341385 9.95702706634867 10.007137452838348 12.136786477482415 8.420356286998787 10.635618693804325 9.48800980184991 9.467257469827258 8.816077642580062 6.9392804382010675 5.798130043384678 9.963565074811326 11.33559919016194 1.6284240848132896 4.817210811247521 6.318941208778573 7.571914421069483 7.131846885625069 8.185262976838313 9.957682059595998 10.182424269298544 10.016374693470688 
4   0.0 0.0 0.0 0.0 5.301141386531772 9.036997565563466 6.6143918843685094 7.456629600563514 12.442670211815468 8.86889508337989 6.956488338235031 6.55128514110018 12.025663224953542 2.610291363047428 8.434532174341385 9.95702706634867 10.007137452838348 12.136786477482415 8.420356286998787 10.635618693804325 9.48800980184991 9.467257469827258 8.816077642580062 6.9392804382010675 5.798130043384678 9.963565074811326 11.33559919016194 1.6284240848132896 4.817210811247521 6.318941208778573 7.571914421069483 7.131846885625069 8.185262976838313 9.957682059595998 10.182424269298544 10.016374693470688 
5   5.301141386531772 5.301141386531772 5.301141386531772 5.301141386531772 0.0 14.021259750821251 7.533176753534992 7.389331837182574 15.706560221767209 7.745243701782404 12.241403922753305 5.102922006066721 9.943700116153947 5.391192168713706 13.555694781161163 10.165661414782612 4.930040567784407 9.922001511791862 4.862972342096961 15.794218087642074 14.27109841602951 4.166311558201092 13.916674351295285 10.09240689825772 7.684709233276169 10.870912243229636 13.854808731989051 6.656807417974475 6.457503232674375 11.598898654613722 11.45799650898882 1.998592504739273 5.389113656251833 8.152108193590172 12.178072097011086 7.632291005982411 
6   9.036997565563466 9.036997565563466 9.036997565563466 9.036997565563466 14.021259750821251 0.0 14.075252502175584 15.336546221362878 14.873057015960102 13.18249312535379 4.716721848911594 12.487040722284844 16.292188465642056 10.817444892394876 1.0863608976762744 11.984124039745248 18.913728479599154 16.53841990638767 15.31265244822072 2.1870002286236745 1.1780004244481408 18.076730926802007 6.833227641459049 6.368196290944556 8.668009748494748 16.46221431035327 15.438167572610423 7.46112726067583 9.141056667584989 4.969965895255219 4.546462031074273 15.53242521308247 14.496440563117554 14.578659780651991 15.385909560373738 18.651016942783574 
7   6.6143918843685094 6.6143918843685094 6.6143918843685094 6.6143918843685094 7.533176753534992 14.075252502175584 0.0 1.4027262740820106 8.660240758778015 14.464861146931208 10.126114062166197 11.792761042266566 17.180491378304637 4.004135986701749 13.161196792085436 16.17888451037339 9.487654504670793 17.205460819170174 12.358361218219832 14.982519047209653 14.874773342810975 10.281517786786152 10.304281100591153 13.521283555935065 12.307878614936044 3.511022215822623 6.464612981455271 7.941545252657067 11.202361358213723 9.57480495884903 13.917579243532261 9.298134221444643 12.711113641219638 15.222664287173913 4.677744755755705 5.3013268150530015 
8   7.456629600563514 7.456629600563514 7.456629600563514 7.456629600563514 7.389331837182574 15.336546221362878 1.4027262740820106 0.0 9.613028294975521 14.721665157175664 11.488051401347402 12.018693772619384 17.26041566706897 4.899899182636312 14.44746766738033 16.638699017651593 8.606795280474609 17.260704649579054 12.251209124000782 16.31288693027693 16.098011212569084 9.61830198111912 11.70700004270949 14.395074504843661 12.967706389335008 3.532719349169985 7.223565047813995 8.902339580132853 11.808272905044156 10.925488959309785 14.92849828348451 8.972986180753873 12.728040422625943 15.367297257488058 5.320712076404812 3.918186953171071 
9   12.442670211815468 12.442670211815468 12.442670211815468 12.442670211815468 15.706560221767209 14.873057015960102 8.660240758778015 9.613028294975521 0.0 21.310899793298262 10.210938644414625 18.90832485970135 24.42921550111669 10.615762101705181 13.788498286615551 22.189150547057903 18.14244002332652 24.522224532044394 20.238183564737227 14.49416672320282 16.017114097114998 18.89882118016888 8.20133287947758 17.766391783364455 17.82279983616491 6.950174458242038 2.680816480104522 12.808055785325108 17.087818877785427 10.131101618284163 17.19096442902492 17.63427940121172 20.30793677358682 22.367414557789193 4.533369828284473 13.077137454351393 
